geohash,count_buildings,distance_park,geometry
dr5rubrzxn6y5vmc6cdk,18,240.0,"POLYGON((-73.955 40.735, -73.955 40.745, -73.965 40.745, -73.965 40.735, -73.955 40.735))"
dr5rzmby3qb70u7gr8mn,2,240.0,"POLYGON((-73.8549999999999 40.765, -73.8549999999999 40.775, -73.8649999999999 40.775, -73.8649999999999 40.765, -73.8549999999999 40.765))"
dr72wcfpr0r4wq1pv16u,19,240.0,"POLYGON((-73.8750000000001 40.8749999999999, -73.8750000000001 40.8849999999999, -73.8850000000001 40.8849999999999, -73.8850000000001 40.8749999999999, -73.8750000000001 40.8749999999999))"
dr5qvjpmbh7mm1zr2pe7,113,240.0,"POLYGON((-73.9450000000001 40.585, -73.9450000000001 40.595, -73.955 40.595, -73.955 40.585, -73.9450000000001 40.585))"
dr5nqqsgce74wrhuct7n,27,240.0,"POLYGON((-74.2450000000001 40.5049999999999, -74.2450000000001 40.5149999999999, -74.2550000000001 40.5149999999999, -74.2550000000001 40.5049999999999, -74.2450000000001 40.5049999999999))"
dr72ruw8krcvsz0jzd87,140,240.0,"POLYGON((-73.8249999999999 40.8450000000001, -73.8249999999999 40.8550000000001, -73.8349999999999 40.8550000000001, -73.8349999999999 40.8450000000001, -73.8249999999999 40.8450000000001))"
dr5x3v8fhmwhpp5t3u0c,46,240.0,"POLYGON((-73.745 40.6750000000001, -73.745 40.6850000000001, -73.755 40.6850000000001, -73.755 40.6750000000001, -73.745 40.6750000000001))"
dr72x9zr7236eqnzf1rh,98,240.0,"POLYGON((-73.8350000000001 40.8749999999999, -73.8350000000001 40.8849999999999, -73.8450000000001 40.8849999999999, -73.8450000000001 40.8749999999999, -73.8350000000001 40.8749999999999))"
dr72pcwdur1guc01zsbr,71,240.0,"POLYGON((-73.8249999999999 40.785, -73.8249999999999 40.795, -73.8349999999999 40.795, -73.8349999999999 40.785, -73.8249999999999 40.785))"
dr5rv6q9cnefqx8st7um,30,240.0,"POLYGON((-73.9350000000001 40.7450000000001, -73.9350000000001 40.7550000000001, -73.9450000000001 40.7550000000001, -73.9450000000001 40.7450000000001, -73.9350000000001 40.7450000000001))"
dr5q8hp49exx8y0ngu7b,87,240.0,"POLYGON((-74.1649999999999 40.535, -74.1649999999999 40.545, -74.1749999999999 40.545, -74.1749999999999 40.535, -74.1649999999999 40.535))"
dr5x2mt4nmdupr5j6h43,213,240.0,"POLYGON((-73.8050000000001 40.6750000000001, -73.8050000000001 40.6850000000001, -73.8150000000001 40.6850000000001, -73.8150000000001 40.6750000000001, -73.8050000000001 40.6750000000001))"
dr7824tyjrf3qhcdsb36,58,240.0,"POLYGON((-73.815 40.835, -73.815 40.845, -73.825 40.845, -73.825 40.835, -73.815 40.835))"
dr5qc777wu60zpxhnm35,54,240.0,"POLYGON((-74.1150000000001 40.5750000000001, -74.1150000000001 40.5850000000001, -74.125 40.5850000000001, -74.125 40.5750000000001, -74.1150000000001 40.5750000000001))"
dr5ruvbwqnf74sk7m83q,53,240.0,"POLYGON((-73.9649999999999 40.765, -73.9649999999999 40.775, -73.9749999999999 40.775, -73.9749999999999 40.765, -73.9649999999999 40.765))"
dr5wfp00jkwc8kkfz1cu,44,240.0,"POLYGON((-73.7350000000001 40.595, -73.7350000000001 40.605, -73.7450000000001 40.605, -73.7450000000001 40.595, -73.7350000000001 40.595))"
dr5r78h72vpxk0j77j5z,28,240.0,"POLYGON((-74.015 40.645, -74.015 40.6550000000001, -74.025 40.6550000000001, -74.025 40.645, -74.015 40.645))"
dr72pr0c9r82bb5gzev1,112,240.0,"POLYGON((-73.8549999999999 40.815, -73.8549999999999 40.825, -73.8649999999999 40.825, -73.8649999999999 40.815, -73.8549999999999 40.815))"
dr5qvmntch7vq9bxmrs7,117,240.0,"POLYGON((-73.9350000000001 40.585, -73.9350000000001 40.595, -73.9450000000001 40.595, -73.9450000000001 40.585, -73.9350000000001 40.585))"
dr5rk3fjsj37843wdzrp,106,240.0,"POLYGON((-73.985 40.655, -73.985 40.665, -73.995 40.665, -73.995 40.655, -73.985 40.655))"
dr5rkzrurjfbectbdy63,111,240.0,"POLYGON((-73.955 40.685, -73.955 40.695, -73.965 40.695, -73.965 40.685, -73.955 40.685))"
dr5rk5dzgj2xyub4j9y0,14,240.0,"POLYGON((-73.9949999999999 40.665, -73.9949999999999 40.675, -74.0049999999999 40.675, -74.0049999999999 40.665, -73.9949999999999 40.665))"
dr72mwmff0h6pcd14sve,8,240.0,"POLYGON((-73.9249999999999 40.855, -73.9249999999999 40.865, -73.9349999999999 40.865, -73.9349999999999 40.855, -73.9249999999999 40.855))"
dr5rmbj57jjp3057rvnx,151,240.0,"POLYGON((-73.915 40.645, -73.915 40.6550000000001, -73.925 40.6550000000001, -73.925 40.645, -73.915 40.645))"
dr5x87j0yq4cpq5p64f6,163,240.0,"POLYGON((-73.8050000000001 40.7049999999999, -73.8050000000001 40.715, -73.8150000000001 40.715, -73.8150000000001 40.7049999999999, -73.8050000000001 40.7049999999999))"
dr5ruk4hhn9qb1cxfypj,95,240.0,"POLYGON((-73.985 40.755, -73.985 40.765, -73.995 40.765, -73.995 40.755, -73.985 40.755))"
dr5rqmedjjwh5xnm6s0c,49,240.0,"POLYGON((-73.8949999999999 40.6750000000001, -73.8949999999999 40.6850000000001, -73.9049999999999 40.6850000000001, -73.9049999999999 40.6750000000001, -73.8949999999999 40.6750000000001))"
dr5x1bbfkkwjznew1u0u,35,240.0,"POLYGON((-73.745 40.6049999999999, -73.745 40.6149999999999, -73.755 40.6149999999999, -73.755 40.6049999999999, -73.745 40.6049999999999))"
dr5rx30y9mbkbggup8t4,15,240.0,"POLYGON((-73.8549999999999 40.695, -73.8549999999999 40.705, -73.8649999999999 40.705, -73.8649999999999 40.695, -73.8549999999999 40.695))"
dr72pe2j4r2b45mmhzq0,12,240.0,"POLYGON((-73.845 40.7950000000001, -73.845 40.8050000000001, -73.855 40.8050000000001, -73.855 40.7950000000001, -73.845 40.7950000000001))"
dr5q8dm87g8e77fgw6jb,11,240.0,"POLYGON((-74.1450000000001 40.525, -74.1450000000001 40.535, -74.1550000000001 40.535, -74.1550000000001 40.525, -74.1450000000001 40.525))"
dr5qcr52nud1xhr4y3ch,25,240.0,"POLYGON((-74.1150000000001 40.595, -74.1150000000001 40.605, -74.125 40.605, -74.125 40.595, -74.1150000000001 40.595))"
dr5x8ntvmq63y4ctuz37,241,240.0,"POLYGON((-73.815 40.7249999999999, -73.815 40.7349999999999, -73.825 40.7349999999999, -73.825 40.7249999999999, -73.815 40.7249999999999))"
dr72w7g9t0qp58w74e8v,33,240.0,"POLYGON((-73.8949999999999 40.885, -73.8949999999999 40.895, -73.9049999999999 40.895, -73.9049999999999 40.885, -73.8949999999999 40.885))"
dr5xch5h1qswg1zrcyjt,82,240.0,"POLYGON((-73.7750000000001 40.755, -73.7750000000001 40.765, -73.7850000000001 40.765, -73.7850000000001 40.755, -73.7750000000001 40.755))"
dr5wbz5b0ks19umfu9us,28,240.0,"POLYGON((-73.785 40.595, -73.785 40.605, -73.795 40.605, -73.795 40.595, -73.785 40.595))"
dr5qzer7ek32grwu4jr5,60,240.0,"POLYGON((-73.8350000000001 40.5750000000001, -73.8350000000001 40.5850000000001, -73.8450000000001 40.5850000000001, -73.8450000000001 40.5750000000001, -73.8350000000001 40.5750000000001))"
dr5xf421vqwf2rsux5cv,43,240.0,"POLYGON((-73.7350000000001 40.7450000000001, -73.7350000000001 40.7550000000001, -73.7450000000001 40.7550000000001, -73.7450000000001 40.7450000000001, -73.7350000000001 40.7450000000001))"
dr5x6prkqmz299w2sq71,33,240.0,"POLYGON((-73.7249999999999 40.685, -73.7249999999999 40.695, -73.7349999999999 40.695, -73.7349999999999 40.685, -73.7249999999999 40.685))"
dr780v5z2rkh3vvbs9s8,4,240.0,"POLYGON((-73.785 40.805, -73.785 40.815, -73.795 40.815, -73.795 40.805, -73.785 40.805))"
dr72jct4gpj5c153zuyx,3,240.0,"POLYGON((-73.915 40.785, -73.915 40.795, -73.925 40.795, -73.925 40.785, -73.915 40.785))"
dr72x8pm521q77yu6pph,183,240.0,"POLYGON((-73.8350000000001 40.865, -73.8350000000001 40.875, -73.8450000000001 40.875, -73.8450000000001 40.865, -73.8350000000001 40.865))"
dr5rk245kj1r201e6vpp,6,240.0,"POLYGON((-73.985 40.645, -73.985 40.6550000000001, -73.995 40.6550000000001, -73.995 40.645, -73.985 40.645))"
dr5rxep2gq135qnz64z4,82,240.0,"POLYGON((-73.8350000000001 40.7049999999999, -73.8350000000001 40.715, -73.8450000000001 40.715, -73.8450000000001 40.705, -73.8350000000001 40.7049999999999))"
dr5nxu06xewrwnjqck38,40,240.0,"POLYGON((-74.185 40.535, -74.185 40.545, -74.195 40.545, -74.195 40.535, -74.185 40.535))"
dr5rrtx65m9k5rnv6hp1,241,240.0,"POLYGON((-73.8350000000001 40.6750000000001, -73.8350000000001 40.6850000000001, -73.8450000000001 40.6850000000001, -73.8450000000001 40.6750000000001, -73.8350000000001 40.6750000000001))"
dr5qbemeeu28grdunmmg,26,240.0,"POLYGON((-74.1450000000001 40.5750000000001, -74.1450000000001 40.5850000000001, -74.1550000000001 40.5850000000001, -74.1550000000001 40.5750000000001, -74.1450000000001 40.5750000000001))"
dr5qfj1mcu7v71grqps7,53,240.0,"POLYGON((-74.085 40.585, -74.085 40.595, -74.095 40.595, -74.095 40.585, -74.085 40.585))"
dr5xd5p2yqp31wnrk6g4,89,240.0,"POLYGON((-73.7249999999999 40.7049999999999, -73.7249999999999 40.715, -73.7349999999999 40.715, -73.7349999999999 40.7049999999999, -73.7249999999999 40.7049999999999))"
dr780pjctrd2y01eugc3,107,240.0,"POLYGON((-73.815 40.815, -73.815 40.825, -73.825 40.825, -73.825 40.815, -73.815 40.815))"
dr5q8tvsggbs52dfnqtc,45,240.0,"POLYGON((-74.1450000000001 40.545, -74.1450000000001 40.555, -74.1550000000001 40.555, -74.1550000000001 40.545, -74.1450000000001 40.545))"
dr72tbjj50jn35gkrzns,11,240.0,"POLYGON((-73.915 40.865, -73.915 40.875, -73.925 40.875, -73.925 40.865, -73.915 40.865))"
dr5ppyrc0tnfzmy8ndfw,1,240.0,"POLYGON((-74.1750000000001 40.635, -74.1750000000001 40.645, -74.1850000000001 40.645, -74.1850000000001 40.635, -74.1750000000001 40.635))"
dr5rjqq91j5fytb8j6uq,226,240.0,"POLYGON((-73.9350000000001 40.635, -73.9350000000001 40.645, -73.9450000000001 40.645, -73.9450000000001 40.635, -73.9350000000001 40.635))"
dr72qddynpy9kuzdxb3f,25,240.0,"POLYGON((-73.885 40.835, -73.885 40.845, -73.895 40.845, -73.895 40.835, -73.885 40.835))"
dr5rmmwd1jeunx0tmkh3,209,240.0,"POLYGON((-73.9350000000001 40.6750000000001, -73.9350000000001 40.6850000000001, -73.9450000000001 40.6850000000001, -73.9450000000001 40.6750000000001, -73.9350000000001 40.6750000000001))"
dr5r14shtucdmcjc3n2j,80,240.0,"POLYGON((-74.125 40.615, -74.125 40.625, -74.135 40.625, -74.135 40.615, -74.125 40.615))"
dr5nqsu1de5wrsy1wghq,86,240.0,"POLYGON((-74.2349999999999 40.495, -74.2349999999999 40.505, -74.2449999999999 40.505, -74.2449999999999 40.495, -74.2349999999999 40.495))"
dr72w9fzq0qdsypxzc3u,15,240.0,"POLYGON((-73.885 40.875, -73.885 40.8849999999999, -73.895 40.8849999999999, -73.895 40.8749999999999, -73.885 40.875))"
dr5rhyrcpj4fgvvb4ffq,4,240.0,"POLYGON((-73.955 40.635, -73.955 40.645, -73.965 40.645, -73.965 40.635, -73.955 40.635))"
dr5x85jbvq43nn1xkfc6,68,240.0,"POLYGON((-73.815 40.7049999999999, -73.815 40.715, -73.825 40.715, -73.825 40.7049999999999, -73.815 40.7049999999999))"
dr5r4h3qcugye57ky0sq,53,240.0,"POLYGON((-74.085 40.6250000000001, -74.085 40.6350000000001, -74.095 40.6350000000001, -74.095 40.6250000000001, -74.085 40.6250000000001))"
dr5rxhce0nptx8dddm5g,284,240.0,"POLYGON((-73.8650000000002 40.715, -73.8650000000002 40.725, -73.8750000000002 40.725, -73.8750000000002 40.715, -73.8650000000002 40.715))"
dr72rh982pztxx4tf6eg,82,240.0,"POLYGON((-73.8650000000002 40.8450000000001, -73.8650000000002 40.8550000000001, -73.8750000000002 40.8550000000001, -73.8750000000002 40.8450000000001, -73.8650000000002 40.8450000000001))"
dr5x00vfmkdmyn9whu1k,83,240.0,"POLYGON((-73.815 40.6049999999999, -73.815 40.6149999999999, -73.825 40.6149999999999, -73.825 40.6049999999999, -73.815 40.6049999999999))"
dr5rsyxvrn6cgfvvfz67,51,240.0,"POLYGON((-73.955 40.7249999999999, -73.955 40.7349999999999, -73.965 40.7349999999999, -73.965 40.7249999999999, -73.955 40.7249999999999))"
dr5xfknspqxyfczzcwhj,32,240.0,"POLYGON((-73.715 40.755, -73.715 40.765, -73.725 40.765, -73.725 40.755, -73.715 40.755))"
dr5xbrv0wqfzrqend4dq,93,240.0,"POLYGON((-73.8050000000001 40.7749999999999, -73.8050000000001 40.7849999999999, -73.8150000000001 40.7849999999999, -73.8150000000001 40.7749999999999, -73.8050000000001 40.7749999999999))"
dr783he03ruteppmcfte,11,240.0,"POLYGON((-73.7750000000001 40.8450000000001, -73.7750000000001 40.8550000000001, -73.7850000000001 40.8550000000001, -73.7850000000001 40.8450000000001, -73.7750000000001 40.8450000000001))"
dr5x8yev2qk1cfvvuxke,192,240.0,"POLYGON((-73.785 40.7249999999999, -73.785 40.7349999999999, -73.795 40.7349999999999, -73.795 40.7249999999999, -73.785 40.7249999999999))"
dr5x991wemvsvgfhh2xf,177,240.0,"POLYGON((-73.7549999999999 40.695, -73.7549999999999 40.705, -73.7649999999999 40.705, -73.7649999999999 40.695, -73.7549999999999 40.695))"
dr5r5skqbuzws5mkg0ey,109,240.0,"POLYGON((-74.015 40.6250000000001, -74.015 40.6350000000001, -74.025 40.6350000000001, -74.025 40.6250000000001, -74.015 40.6250000000001))"
dr5qfrpb5usctsq6b9ys,103,240.0,"POLYGON((-74.0649999999999 40.595, -74.0649999999999 40.605, -74.0749999999999 40.605, -74.0749999999999 40.595, -74.0649999999999 40.595))"
dr72qke8mpyjexnmfd8g,102,240.0,"POLYGON((-73.8949999999999 40.8450000000001, -73.8949999999999 40.8550000000001, -73.9049999999999 40.8550000000001, -73.9049999999999 40.8450000000001, -73.8949999999999 40.8450000000001))"
dr5rq1umsjmed6kytprx,133,240.0,"POLYGON((-73.9050000000001 40.6549999999999, -73.9050000000001 40.6649999999999, -73.9150000000001 40.6649999999999, -73.9150000000001 40.6549999999999, -73.9050000000001 40.6549999999999))"
dr5rt9jydjukzgfh48td,161,240.0,"POLYGON((-73.9249999999999 40.695, -73.9249999999999 40.705, -73.9349999999999 40.705, -73.9349999999999 40.695, -73.9249999999999 40.695))"
dr5rn2gdmhwjgwwq4s0u,45,240.0,"POLYGON((-73.8949999999999 40.6049999999999, -73.8949999999999 40.6149999999999, -73.9049999999999 40.6149999999999, -73.9049999999999 40.6049999999999, -73.8949999999999 40.6049999999999))"
dr5ruzb8wnfr6wsqtd9q,2,240.0,"POLYGON((-73.9649999999999 40.7749999999999, -73.9649999999999 40.7849999999999, -73.9749999999999 40.7849999999999, -73.9749999999999 40.7749999999999, -73.9649999999999 40.7749999999999))"
dr5ryf61znx4qr9ht5fv,175,240.0,"POLYGON((-73.8750000000001 40.7450000000001, -73.8750000000001 40.7550000000001, -73.8850000000001 40.7550000000001, -73.8850000000001 40.7450000000001, -73.8750000000001 40.7450000000001))"
dr780cefbrh5ccjcusux,22,240.0,"POLYGON((-73.785 40.785, -73.785 40.795, -73.795 40.795, -73.795 40.785, -73.785 40.785))"
dr5r7b5e6j0pm2ng2mhz,155,240.0,"POLYGON((-74.0050000000001 40.645, -74.0050000000001 40.655, -74.0150000000001 40.655, -74.0150000000001 40.645, -74.0050000000001 40.645))"
dr5x8wsmrq79bdumzr7e,211,240.0,"POLYGON((-73.7949999999999 40.7249999999999, -73.7949999999999 40.7349999999999, -73.8049999999999 40.7349999999999, -73.8049999999999 40.7249999999999, -73.7949999999999 40.7249999999999))"
dr5rt5p2bn53jnpr24g6,160,240.0,"POLYGON((-73.9450000000001 40.7049999999999, -73.9450000000001 40.715, -73.955 40.715, -73.955 40.7049999999999, -73.9450000000001 40.7049999999999))"
dr5rm9vvdjk7xf6ndxmx,67,240.0,"POLYGON((-73.9249999999999 40.6549999999999, -73.9249999999999 40.6649999999999, -73.9349999999999 40.6649999999999, -73.9349999999999 40.6549999999999, -73.9249999999999 40.6549999999999))"
dr5rz82pdq2y4jm3kcwh,15,240.0,"POLYGON((-73.845 40.735, -73.845 40.745, -73.855 40.745, -73.855 40.735, -73.845 40.735))"
dr5qcjhjvu3tmcvz3p85,3,240.0,"POLYGON((-74.125 40.585, -74.125 40.595, -74.135 40.595, -74.135 40.585, -74.125 40.585))"
dr5rk817mj1z32552m0p,100,240.0,"POLYGON((-73.9750000000001 40.645, -73.9750000000001 40.6550000000001, -73.9850000000001 40.6550000000001, -73.9850000000001 40.645, -73.9750000000001 40.645))"
dr5rtnxm2n73v4zmbp77,137,240.0,"POLYGON((-73.9450000000001 40.7249999999999, -73.9450000000001 40.7349999999999, -73.955 40.7349999999999, -73.955 40.7249999999999, -73.9450000000001 40.7249999999999))"
dr72jvjp7pmh3jg2xcw8,58,240.0,"POLYGON((-73.915 40.805, -73.915 40.815, -73.925 40.815, -73.925 40.805, -73.915 40.805))"
dr72qnk6u0jd43scjhze,41,240.0,"POLYGON((-73.9050000000001 40.855, -73.9050000000001 40.865, -73.9150000000001 40.865, -73.9150000000001 40.855, -73.9050000000001 40.855))"
dr5rsgpbzn4c5yjz6ff6,20,240.0,"POLYGON((-73.955 40.7049999999999, -73.955 40.715, -73.965 40.715, -73.965 40.7049999999999, -73.955 40.7049999999999))"
dr5r0bufku9juwsq5sph,120,240.0,"POLYGON((-74.1349999999999 40.6049999999999, -74.1349999999999 40.6149999999999, -74.1449999999999 40.6149999999999, -74.1449999999999 40.6049999999999, -74.1349999999999 40.6049999999999))"
dr72q0u7uptt46kzjnp9,57,240.0,"POLYGON((-73.9050000000001 40.8249999999999, -73.9050000000001 40.8349999999999, -73.9150000000001 40.8349999999999, -73.9150000000001 40.8249999999999, -73.9050000000001 40.8249999999999))"
dr5rhy29nj46ftu2jdcq,21,240.0,"POLYGON((-73.9649999999999 40.635, -73.9649999999999 40.645, -73.9749999999999 40.645, -73.9749999999999 40.635, -73.9649999999999 40.635))"
dr5qbxj85u89ek6fy3vu,3,240.0,"POLYGON((-74.1450000000001 40.595, -74.1450000000001 40.605, -74.1550000000001 40.605, -74.1550000000001 40.595, -74.1450000000001 40.595))"
dr5rzd21fq8f6ptksgyj,2,240.0,"POLYGON((-73.845 40.7450000000001, -73.845 40.7550000000001, -73.855 40.7550000000001, -73.855 40.7450000000001, -73.845 40.7450000000001))"
dr5r4qrc5vhfvty20dyw,4,240.0,"POLYGON((-74.0649999999999 40.635, -74.0649999999999 40.645, -74.0749999999999 40.645, -74.0749999999999 40.635, -74.0649999999999 40.635))"
dr5rh2f4kh9mbn9w4uph,117,240.0,"POLYGON((-73.985 40.6049999999999, -73.985 40.6149999999999, -73.995 40.6149999999999, -73.995 40.6049999999999, -73.985 40.6049999999999))"
dr5rxsz75q1me2wfdjp5,73,240.0,"POLYGON((-73.8350000000001 40.715, -73.8350000000001 40.725, -73.8450000000001 40.725, -73.8450000000001 40.715, -73.8350000000001 40.715))"
dr5rhbbdqhdmfwsqjs1k,259,240.0,"POLYGON((-73.9649999999999 40.6049999999999, -73.9649999999999 40.6149999999999, -73.9749999999999 40.6149999999999, -73.9749999999999 40.6049999999999, -73.9649999999999 40.6049999999999))"
dr5xctcw7qveju65k2ry,38,240.0,"POLYGON((-73.7549999999999 40.765, -73.7549999999999 40.775, -73.7649999999999 40.775, -73.7649999999999 40.765, -73.7549999999999 40.765))"
dr5rk1fvej2ewf2ntxqp,46,240.0,"POLYGON((-73.9949999999999 40.6549999999999, -73.9949999999999 40.6649999999999, -74.0049999999999 40.6649999999999, -74.0049999999999 40.6549999999999, -73.9949999999999 40.6549999999999))"
dr72wb4jp0pnq7chmp4u,5,240.0,"POLYGON((-73.8750000000001 40.865, -73.8750000000001 40.875, -73.8850000000001 40.875, -73.8850000000001 40.865, -73.8750000000001 40.865))"
dr72j3wdcp5gy909vkur,20,240.0,"POLYGON((-73.9350000000001 40.785, -73.9350000000001 40.795, -73.9450000000001 40.795, -73.9450000000001 40.785, -73.9350000000001 40.785))"
dr5qv5r78h72vpxk0j77,113,240.0,"POLYGON((-73.9450000000001 40.5750000000001, -73.9450000000001 40.5850000000001, -73.955 40.5850000000001, -73.955 40.5750000000001, -73.9450000000001 40.5750000000001))"
dr5ryvfnrnz5nk35m06y,28,240.0,"POLYGON((-73.8750000000001 40.765, -73.8750000000001 40.775, -73.8850000000001 40.775, -73.8850000000001 40.765, -73.8750000000001 40.765))"
dr5rsndv7n29yfbjvxq5,61,240.0,"POLYGON((-73.9949999999999 40.7249999999999, -73.9949999999999 40.7349999999999, -74.0049999999999 40.7349999999999, -74.0049999999999 40.7249999999999, -73.9949999999999 40.7249999999999))"
dr5rm2ne3j5zq80emmhr,1,240.0,"POLYGON((-73.9350000000001 40.645, -73.9350000000001 40.6550000000001, -73.9450000000001 40.6550000000001, -73.9450000000001 40.645, -73.9350000000001 40.645))"
dr5q9juhvgcsjbtf1n81,13,240.0,"POLYGON((-74.125 40.545, -74.125 40.555, -74.135 40.555, -74.135 40.545, -74.125 40.545))"
dr5xbvgy2qu51umgk8kw,188,240.0,"POLYGON((-73.785 40.765, -73.785 40.775, -73.795 40.775, -73.795 40.765, -73.785 40.765))"
dr5rnw6cnjnduvz8pfcy,139,240.0,"POLYGON((-73.885 40.635, -73.885 40.645, -73.895 40.645, -73.895 40.635, -73.885 40.635))"
dr5reuge4n0jt2wf8mhg,7,240.0,"POLYGON((-74.0050000000001 40.715, -74.0050000000001 40.725, -74.0150000000001 40.725, -74.0150000000001 40.715, -74.0050000000001 40.715))"
dr5rthz70n5mt0x68j57,53,240.0,"POLYGON((-73.9450000000001 40.715, -73.9450000000001 40.725, -73.955 40.725, -73.955 40.715, -73.9450000000001 40.715))"
dr5rm7wxcj7zysbdj3u2,92,240.0,"POLYGON((-73.9350000000001 40.665, -73.9350000000001 40.675, -73.9450000000001 40.675, -73.9450000000001 40.665, -73.9350000000001 40.665))"
dr5qugrgxh6bgztu4v67,152,240.0,"POLYGON((-73.955 40.5750000000001, -73.955 40.5850000000001, -73.965 40.5850000000001, -73.965 40.5750000000001, -73.955 40.5750000000001))"
dr5x60p7qmpr38n7km5p,46,240.0,"POLYGON((-73.7249999999999 40.645, -73.7249999999999 40.6550000000001, -73.7349999999999 40.6550000000001, -73.7349999999999 40.645, -73.7249999999999 40.645))"
dr5qb7q7du20fp9s1jkg,53,240.0,"POLYGON((-74.155 40.5750000000001, -74.155 40.5850000000001, -74.165 40.5850000000001, -74.165 40.5750000000001, -74.155 40.5750000000001))"
dr5q8pxp1sp82fbjebgc,68,240.0,"POLYGON((-74.1649999999999 40.5549999999999, -74.1649999999999 40.5649999999999, -74.1749999999999 40.5649999999999, -74.1749999999999 40.5549999999999, -74.1649999999999 40.5549999999999))"
dr72tvt5g0t534gqrvyw,1,240.0,"POLYGON((-73.915 40.8950000000001, -73.915 40.9050000000001, -73.925 40.9050000000001, -73.925 40.8950000000001, -73.915 40.8950000000001))"
dr5x4n21jmnfbmubp4cy,7,240.0,"POLYGON((-73.7350000000001 40.635, -73.7350000000001 40.645, -73.7450000000001 40.645, -73.7450000000001 40.635, -73.7350000000001 40.635))"
dr5rvfm1gnt43pekxgyt,32,240.0,"POLYGON((-73.915 40.7450000000001, -73.915 40.7550000000001, -73.925 40.7550000000001, -73.925 40.7450000000001, -73.915 40.7450000000001))"
dr5xf8qp8w2qhm31qcth,191,240.0,"POLYGON((-73.7050000000001 40.735, -73.7050000000001 40.745, -73.7150000000001 40.745, -73.7150000000001 40.735, -73.7050000000001 40.735))"
dr5rtcjnejvhc5gkpbwd,133,240.0,"POLYGON((-73.915 40.695, -73.915 40.705, -73.925 40.705, -73.925 40.695, -73.915 40.695))"
dr5xc471cqsd7pxk9gvt,167,240.0,"POLYGON((-73.7750000000001 40.7450000000001, -73.7750000000001 40.7550000000001, -73.7850000000001 40.7550000000001, -73.7850000000001 40.7450000000001, -73.7750000000001 40.7450000000001))"
dr5rw1hqsjvsf7uuj0xd,166,240.0,"POLYGON((-73.9050000000001 40.695, -73.9050000000001 40.7050000000001, -73.9150000000001 40.705, -73.9150000000001 40.695, -73.9050000000001 40.695))"
dr72xez3e23r52wg45xj,92,240.0,"POLYGON((-73.8350000000001 40.885, -73.8350000000001 40.895, -73.8450000000001 40.895, -73.8450000000001 40.885, -73.8350000000001 40.885))"
dr5xbdk3zqed2xskx7gt,58,240.0,"POLYGON((-73.7949999999999 40.7450000000001, -73.7949999999999 40.7550000000001, -73.8049999999999 40.7550000000001, -73.8049999999999 40.7450000000001, -73.7949999999999 40.7450000000001))"
dr5x18cd7kttvydnhkpu,60,240.0,"POLYGON((-73.7549999999999 40.6049999999999, -73.7549999999999 40.6149999999999, -73.7649999999999 40.6149999999999, -73.7649999999999 40.6049999999999, -73.7549999999999 40.6049999999999))"
dr5rmrqs3jgbw988tqk3,292,240.0,"POLYGON((-73.9350000000001 40.685, -73.9350000000001 40.695, -73.9450000000001 40.695, -73.9450000000001 40.685, -73.9350000000001 40.685))"
dr5q8vuuugchh8s65wx1,91,240.0,"POLYGON((-74.1349999999999 40.545, -74.1349999999999 40.555, -74.1449999999999 40.555, -74.1449999999999 40.545, -74.1349999999999 40.545))"
dr72j7qt1p7bne2tjrk2,81,240.0,"POLYGON((-73.9350000000001 40.7950000000001, -73.9350000000001 40.8050000000001, -73.9450000000001 40.8050000000001, -73.9450000000001 40.7950000000001, -73.9350000000001 40.7950000000001))"
dr5xf6q9zqxf6zxu9euj,85,240.0,"POLYGON((-73.715 40.7450000000001, -73.715 40.7550000000001, -73.725 40.7550000000001, -73.725 40.7450000000001, -73.715 40.7450000000001))"
dr72w0hmh0jw67uumpps,20,240.0,"POLYGON((-73.9050000000001 40.865, -73.9050000000001 40.875, -73.9150000000001 40.875, -73.9150000000001 40.865, -73.9050000000001 40.865))"
dr5nrw95yemfsz5uuj2w,1,240.0,"POLYGON((-74.195 40.5049999999999, -74.195 40.5149999999999, -74.2049999999999 40.5149999999999, -74.2049999999999 40.5049999999999, -74.195 40.5049999999999))"
dr5qbpp01sx98u24gcgu,29,240.0,"POLYGON((-74.1649999999999 40.595, -74.1649999999999 40.605, -74.1749999999999 40.605, -74.1749999999999 40.595, -74.1649999999999 40.595))"
dr5rvjzq2ng7jhr7207q,107,240.0,"POLYGON((-73.9450000000001 40.765, -73.9450000000001 40.775, -73.955 40.775, -73.955 40.765, -73.9450000000001 40.765))"
dr5qvxjb4hs3xu64f9vs,52,240.0,"POLYGON((-73.9249999999999 40.595, -73.9249999999999 40.605, -73.9349999999999 40.605, -73.9349999999999 40.595, -73.9249999999999 40.595))"
dr5r18fdrudvbw8w5s4h,43,240.0,"POLYGON((-74.1050000000001 40.6049999999999, -74.1050000000001 40.6149999999999, -74.1150000000001 40.6149999999999, -74.1150000000001 40.6049999999999, -74.1050000000001 40.6049999999999))"
dr5ruvzyrnfg5umg6b6q,63,240.0,"POLYGON((-73.955 40.765, -73.955 40.775, -73.965 40.775, -73.965 40.765, -73.955 40.765))"
dr5qur40hh938h3dfczh,93,240.0,"POLYGON((-73.985 40.595, -73.985 40.605, -73.995 40.605, -73.995 40.595, -73.985 40.595))"
