geohash,count_buildings,distance_park,geometry
xn77386wrffb0d09e94h,37,30.0,"POLYGON((139.645 35.7249999999999, 139.645 35.7349999999999, 139.635 35.7349999999999, 139.635 35.7249999999999, 139.645 35.7249999999999))"
xn767thk8bxxhntrep5g,52,30.0,"POLYGON((139.735 35.5749999999999, 139.735 35.5849999999999, 139.725 35.5849999999999, 139.725 35.5749999999999, 139.735 35.5749999999999))"
xn76kt1kt09z1qep8r05,1,30.0,"POLYGON((139.775 35.5749999999999, 139.775 35.5849999999999, 139.765 35.5849999999999, 139.765 35.5749999999999, 139.775 35.5749999999999))"
xn77d389dgkmsmuf5kmr,5,30.0,"POLYGON((139.675 35.7749999999999, 139.675 35.785, 139.665 35.785, 139.665 35.7749999999999, 139.675 35.7749999999999))"
xn775qsupfx5dzeyjyfu,4,30.0,"POLYGON((139.725 35.715, 139.725 35.725, 139.715 35.725, 139.715 35.715, 139.725 35.715))"
xn76s8c3j0czc77n278j,1,30.0,"POLYGON((139.775 35.595, 139.775 35.6050000000001, 139.765 35.6050000000001, 139.765 35.595, 139.775 35.595))"
xn777zex6521m7qyb6hz,106,30.0,"POLYGON((139.745 35.765, 139.745 35.7750000000001, 139.735 35.7750000000001, 139.735 35.765, 139.745 35.765))"
xn773vfj0g5m1c452zgq,23,30.0,"POLYGON((139.655 35.755, 139.655 35.765, 139.645 35.765, 139.645 35.755, 139.655 35.755))"
xn77mdmbd4ukru6hfemt,25,30.0,"POLYGON((139.825 35.735, 139.825 35.745, 139.815 35.745, 139.815 35.735, 139.825 35.735))"
xn766vnktbwp0q9per0e,253,30.0,"POLYGON((139.705 35.5749999999999, 139.705 35.5849999999999, 139.695 35.5849999999999, 139.695 35.5749999999999, 139.705 35.5749999999999))"
xn76dynrvcqhb690762w,430,30.0,"POLYGON((139.705 35.6249999999999, 139.705 35.6349999999999, 139.695 35.6349999999999, 139.695 35.6249999999999, 139.705 35.6249999999999))"
xn76dn1rcc7ug4e2q4kq,72,30.0,"POLYGON((139.665 35.6249999999999, 139.665 35.6349999999999, 139.655 35.6349999999999, 139.655 35.6249999999999, 139.665 35.6249999999999))"
xn77k26nk4c20419dcph,452,30.0,"POLYGON((139.765 35.7249999999999, 139.765 35.7349999999999, 139.755 35.7349999999999, 139.755 35.7249999999999, 139.765 35.7249999999999))"
xn76gesq8cz9u1t6717b,91,30.0,"POLYGON((139.735 35.655, 139.735 35.665, 139.725 35.665, 139.725 35.655, 139.735 35.655))"
xn7753hvrfpnfbeumb4f,158,30.0,"POLYGON((139.725 35.685, 139.725 35.695, 139.715 35.695, 139.715 35.685, 139.725 35.685))"
xn76brq74f046n38cjuc,18,30.0,"POLYGON((139.595 35.6749999999999, 139.595 35.6849999999999, 139.585 35.6849999999999, 139.585 35.6749999999999, 139.595 35.6749999999999))"
xn7724r09dzs2u2hgg7v,111,30.0,"POLYGON((139.585 35.735, 139.585 35.745, 139.575 35.745, 139.575 35.735, 139.585 35.735))"
xn77jky9c47zqt2dvks7,136,30.0,"POLYGON((139.815 35.705, 139.815 35.715, 139.805 35.715, 139.805 35.705, 139.815 35.705))"
xn77j6yx947gndbxt6k7,151,30.0,"POLYGON((139.815 35.6950000000001, 139.815 35.7050000000001, 139.805 35.7050000000001, 139.805 35.6950000000001, 139.815 35.6950000000001))"
xn76c7eqwcf1z1x4q330,2,30.0,"POLYGON((139.635 35.655, 139.635 35.665, 139.625 35.665, 139.625 35.655, 139.635 35.655))"
xn770uucuf3pktk6gsx5,62,30.0,"POLYGON((139.615 35.705, 139.615 35.715, 139.605 35.715, 139.605 35.705, 139.615 35.705))"
xn75rvzv0envp3neqxfw,73,30.0,"POLYGON((139.575 35.755, 139.575 35.765, 139.565 35.765, 139.565 35.755, 139.575 35.755))"
xn76u7dns1c3b19d6cr0,82,30.0,"POLYGON((139.765 35.655, 139.765 35.665, 139.755 35.665, 139.755 35.655, 139.765 35.655))"
xn773b6n2fg21f418c5k,71,30.0,"POLYGON((139.655 35.7249999999999, 139.655 35.7349999999999, 139.645 35.7349999999999, 139.645 35.7249999999999, 139.655 35.7249999999999))"
xn76d2zc5buzveqq2ewt,99,30.0,"POLYGON((139.685 35.595, 139.685 35.6050000000001, 139.675 35.6050000000001, 139.675 35.595, 139.685 35.595))"
xn775c5t640nv2wu22hf,84,30.0,"POLYGON((139.745 35.685, 139.745 35.695, 139.735 35.695, 139.735 35.685, 139.745 35.685))"
xn76d8z1hbvrygrwmgxt,110,30.0,"POLYGON((139.695 35.595, 139.695 35.6050000000001, 139.685 35.6050000000001, 139.685 35.595, 139.695 35.595))"
xn77rk0fc7028ygbpttj,2,30.0,"POLYGON((139.895 35.7449999999999, 139.895 35.7549999999999, 139.885 35.7549999999999, 139.885 35.7449999999999, 139.895 35.7449999999999))"
xn76u04f5189nub5tswp,27,30.0,"POLYGON((139.755 35.635, 139.755 35.645, 139.745 35.645, 139.745 35.635, 139.755 35.635))"
xn77h14v740wyb8hm8n4,5,30.0,"POLYGON((139.755 35.685, 139.755 35.695, 139.745 35.695, 139.745 35.685, 139.755 35.685))"
xn76survx16bebjv4b4q,2,30.0,"POLYGON((139.795 35.615, 139.795 35.625, 139.785 35.625, 139.785 35.615, 139.795 35.615))"
xn766ncqcbgge157n1kk,116,30.0,"POLYGON((139.665 35.585, 139.665 35.595, 139.655 35.595, 139.655 35.585, 139.665 35.585))"
xn777dk28fzskhmkg57v,199,30.0,"POLYGON((139.735 35.735, 139.735 35.745, 139.725 35.745, 139.725 35.735, 139.735 35.735))"
xn77m6q894guqs2sv7km,45,30.0,"POLYGON((139.815 35.735, 139.815 35.745, 139.805 35.745, 139.805 35.735, 139.815 35.735))"
xn773pspmg39mgmyc40p,125,30.0,"POLYGON((139.625 35.765, 139.625 35.775, 139.615 35.775, 139.615 35.765, 139.625 35.765))"
xn776mbt4ghmh3hg7rvq,5,30.0,"POLYGON((139.675 35.755, 139.675 35.765, 139.665 35.765, 139.665 35.755, 139.675 35.755))"
xn76sq4pu13kb4986frn,2,30.0,"POLYGON((139.765 35.6249999999999, 139.765 35.6349999999999, 139.755 35.6349999999999, 139.755 35.6249999999999, 139.765 35.6249999999999))"
xn76sfxgr14u5vvcdvfm,5,30.0,"POLYGON((139.795 35.605, 139.795 35.615, 139.785 35.615, 139.785 35.605, 139.795 35.605))"
xn76y7ewt1y1g9w6692b,12,30.0,"POLYGON((139.855 35.655, 139.855 35.665, 139.845 35.665, 139.845 35.655, 139.855 35.655))"
xn773mgmng4jp1p5qrcn,146,30.0,"POLYGON((139.635 35.755, 139.635 35.765, 139.625 35.765, 139.625 35.755, 139.635 35.755))"
xn76dby3jbypb73n778t,330,30.0,"POLYGON((139.705 35.595, 139.705 35.6050000000001, 139.695 35.6050000000001, 139.695 35.595, 139.705 35.595))"
xn774hc3cf7z7j76yhs7,13,30.0,"POLYGON((139.665 35.705, 139.665 35.715, 139.655 35.715, 139.655 35.705, 139.665 35.705))"
xn772mym4g0j411e3puy,30,30.0,"POLYGON((139.595 35.755, 139.595 35.765, 139.585 35.765, 139.585 35.755, 139.595 35.755))"
xn763yfnbbg79c450c7k,17,30.0,"POLYGON((139.655 35.585, 139.655 35.595, 139.645 35.595, 139.645 35.585, 139.655 35.585))"
xn770fuzsf35hduredr5,40,30.0,"POLYGON((139.615 35.6950000000001, 139.615 35.7050000000001, 139.605 35.7050000000001, 139.605 35.6950000000001, 139.615 35.6950000000001))"
xn77d537cgef505mqnu2,20,30.0,"POLYGON((139.665 35.785, 139.665 35.795, 139.655 35.795, 139.655 35.785, 139.665 35.785))"
xn76cedwxcfcb98d7960,2,30.0,"POLYGON((139.645 35.655, 139.645 35.665, 139.635 35.665, 139.635 35.655, 139.645 35.655))"
xn7716grwf65p4zpw635,117,30.0,"POLYGON((139.635 35.6950000000001, 139.635 35.7050000000001, 139.625 35.7050000000001, 139.625 35.6950000000001, 139.635 35.6950000000001))"
xn77135mqf4nz0xhq214,115,30.0,"POLYGON((139.635 35.685, 139.635 35.695, 139.625 35.695, 139.625 35.685, 139.635 35.685))"
xn76g8h60cx9hhv7ehez,35,30.0,"POLYGON((139.735 35.635, 139.735 35.645, 139.725 35.645, 139.725 35.635, 139.735 35.635))"
xn77ktcmj51v13552rbn,21,30.0,"POLYGON((139.775 35.755, 139.775 35.765, 139.765 35.765, 139.765 35.755, 139.775 35.755))"
xn76v5xq81g3v1x62172,22,30.0,"POLYGON((139.805 35.655, 139.805 35.665, 139.795 35.665, 139.795 35.655, 139.805 35.655))"
xn77t9tcd5kmxvf44smx,9,30.0,"POLYGON((139.825 35.7749999999999, 139.825 35.785, 139.815 35.785, 139.815 35.775, 139.825 35.7749999999999))"
xn776628dfukkkkug7mm,3,30.0,"POLYGON((139.675 35.735, 139.675 35.745, 139.665 35.745, 139.665 35.735, 139.675 35.735))"
xn77kjfv550tnc05mxyn,103,30.0,"POLYGON((139.755 35.755, 139.755 35.765, 139.745 35.765, 139.745 35.755, 139.755 35.755))"
xn771wdspfdg8x8w5wfh,115,30.0,"POLYGON((139.645 35.715, 139.645 35.725, 139.635 35.725, 139.635 35.715, 139.645 35.715))"
xn77krdpk533253wffpp,31,30.0,"POLYGON((139.765 35.765, 139.765 35.775, 139.755 35.775, 139.755 35.765, 139.765 35.765))"
xn76k764k096bh3s6uz5,25,30.0,"POLYGON((139.765 35.565, 139.765 35.575, 139.755 35.575, 139.755 35.565, 139.765 35.565))"
xn77x19985rtxtfd4k7z,5,30.0,"POLYGON((139.885 35.7749999999999, 139.885 35.785, 139.875 35.785, 139.875 35.7749999999999, 139.885 35.7749999999999))"
xn77jcjj74jnc0ekrbnd,23,30.0,"POLYGON((139.835 35.685, 139.835 35.695, 139.825 35.695, 139.825 35.685, 139.835 35.685))"
xn77qxdzq5q9kgrwzf1z,17,30.0,"POLYGON((139.865 35.765, 139.865 35.7750000000001, 139.855 35.7750000000001, 139.855 35.765, 139.865 35.765))"
xn77we6gy5wdhbptrycb,5,30.0,"POLYGON((139.865 35.785, 139.865 35.795, 139.855 35.795, 139.855 35.785, 139.865 35.785))"
xn7759hm2fpwu0tk705f,99,30.0,"POLYGON((139.735 35.685, 139.735 35.695, 139.725 35.695, 139.725 35.685, 139.735 35.685))"
xn76vrqe145fqw28vmu3,4,30.0,"POLYGON((139.815 35.6749999999999, 139.815 35.6849999999999, 139.805 35.6849999999999, 139.805 35.6749999999999, 139.815 35.6749999999999))"
xn77p30v360qbbeur8j4,1,30.0,"POLYGON((139.895 35.685, 139.895 35.695, 139.885 35.695, 139.885 35.685, 139.895 35.685))"
xn76d2b94buru7ky77tm,3,30.0,"POLYGON((139.675 35.595, 139.675 35.6050000000001, 139.665 35.6050000000001, 139.665 35.595, 139.675 35.595))"
xn77s993t53v9mg40k2p,51,30.0,"POLYGON((139.775 35.7749999999999, 139.775 35.785, 139.765 35.785, 139.765 35.7749999999999, 139.775 35.7749999999999))"
xn77194trf4yb88s7844,64,30.0,"POLYGON((139.645 35.685, 139.645 35.695, 139.635 35.695, 139.635 35.685, 139.645 35.685))"
xn77mkndc55bwwb8jmsq,3,30.0,"POLYGON((139.815 35.7450000000001, 139.815 35.7550000000001, 139.805 35.7550000000001, 139.805 35.7450000000001, 139.815 35.7450000000001))"
xn76dh3m9c7be05mn0hq,30,30.0,"POLYGON((139.665 35.615, 139.665 35.625, 139.655 35.625, 139.655 35.615, 139.665 35.615))"
xn76betwecb9g3dfq3mb,17,30.0,"POLYGON((139.605 35.655, 139.605 35.665, 139.595 35.665, 139.595 35.655, 139.605 35.655))"
xn76hpdvg02dnz8jv8q4,21,30.0,"POLYGON((139.755 35.545, 139.755 35.555, 139.745 35.555, 139.745 35.545, 139.755 35.545))"
xn776r8x6gk3k7kyg6jr,7,30.0,"POLYGON((139.675 35.765, 139.675 35.775, 139.665 35.775, 139.665 35.765, 139.675 35.765))"
xn776un6vgn08qc05m8w,8,30.0,"POLYGON((139.705 35.7450000000001, 139.705 35.7550000000001, 139.695 35.7550000000001, 139.695 35.7450000000001, 139.705 35.7450000000001))"
xn7764329fgu7h7ky5km,1,30.0,"POLYGON((139.665 35.735, 139.665 35.745, 139.655 35.745, 139.655 35.735, 139.665 35.735))"
xn7698f9pbfzbe2w7edj,2,30.0,"POLYGON((139.645 35.595, 139.645 35.6050000000001, 139.635 35.6050000000001, 139.635 35.595, 139.645 35.595))"
xn77mmyt155vn90emruq,9,30.0,"POLYGON((139.815 35.755, 139.815 35.765, 139.805 35.765, 139.805 35.755, 139.815 35.755))"
xn770wts5f8eerdynqvu,25,30.0,"POLYGON((139.605 35.715, 139.605 35.725, 139.595 35.725, 139.595 35.715, 139.605 35.715))"
xn77kvzvp54v5cjg6zfq,29,30.0,"POLYGON((139.795 35.755, 139.795 35.765, 139.785 35.765, 139.785 35.755, 139.795 35.755))"
xn76c84dpcdc0sbeesdp,4,30.0,"POLYGON((139.645 35.635, 139.645 35.645, 139.635 35.645, 139.635 35.635, 139.645 35.635))"
xn76s4dg710snvb1ttyj,45,30.0,"POLYGON((139.755 35.605, 139.755 35.615, 139.745 35.615, 139.745 35.605, 139.755 35.605))"
xn771sf9zf6z2t2dgsd5,15,30.0,"POLYGON((139.645 35.705, 139.645 35.715, 139.635 35.715, 139.635 35.705, 139.645 35.705))"
xn77jwtu44s7xzdn4wvs,22,30.0,"POLYGON((139.825 35.715, 139.825 35.725, 139.815 35.725, 139.815 35.715, 139.825 35.715))"
xn76bbhfhc91hsu7esxp,16,30.0,"POLYGON((139.615 35.635, 139.615 35.645, 139.605 35.645, 139.605 35.635, 139.615 35.635))"
xn76kv0sw0dr4wsrtx17,28,30.0,"POLYGON((139.785 35.5749999999999, 139.785 35.5849999999999, 139.775 35.5849999999999, 139.775 35.5749999999999, 139.785 35.5749999999999))"
xn76vvt0g1vn15gmxgw9,252,30.0,"POLYGON((139.835 35.665, 139.835 35.675, 139.825 35.675, 139.825 35.665, 139.835 35.665))"
xn769q5ryc6hz4x0q63n,59,30.0,"POLYGON((139.635 35.6249999999999, 139.635 35.6349999999999, 139.625 35.6349999999999, 139.625 35.6249999999999, 139.635 35.6249999999999))"
xn77m0rq24g2j4p3815k,14,30.0,"POLYGON((139.805 35.7249999999999, 139.805 35.7349999999999, 139.795 35.7349999999999, 139.795 35.7249999999999, 139.805 35.7249999999999))"
xn77w5k7u5td42hvmnz8,13,30.0,"POLYGON((139.845 35.785, 139.845 35.795, 139.835 35.795, 139.835 35.785, 139.845 35.785))"
xn77svpyp5dy7ftbfc43,15,30.0,"POLYGON((139.795 35.7950000000001, 139.795 35.8050000000001, 139.785 35.8050000000001, 139.785 35.7950000000001, 139.795 35.7950000000001))"
xn76e4teqcns1tf98tct,697,30.0,"POLYGON((139.715 35.605, 139.715 35.615, 139.705 35.615, 139.705 35.605, 139.715 35.605))"
xn770chvkf1nu8sk78p4,253,30.0,"POLYGON((139.615 35.685, 139.615 35.695, 139.605 35.695, 139.605 35.685, 139.615 35.685))"
xn76f3bs6csmkrhygrj2,226,30.0,"POLYGON((139.675 35.6450000000001, 139.675 35.6550000000001, 139.665 35.6550000000001, 139.665 35.6450000000001, 139.675 35.6450000000001))"
xn76fmxbgcuyjeym8ew9,64,30.0,"POLYGON((139.685 35.665, 139.685 35.675, 139.675 35.675, 139.675 35.665, 139.685 35.665))"
xn77hsc3v43z3m74bk85,117,30.0,"POLYGON((139.775 35.705, 139.775 35.715, 139.765 35.715, 139.765 35.705, 139.775 35.705))"
xn77qhh6u5j8dqubjjxw,5,30.0,"POLYGON((139.845 35.7450000000001, 139.845 35.7550000000001, 139.835 35.7550000000001, 139.835 35.7450000000001, 139.845 35.7450000000001))"
xn773tftpg4v090e7xfn,65,30.0,"POLYGON((139.645 35.755, 139.645 35.765, 139.635 35.765, 139.635 35.755, 139.645 35.755))"
xn775hv9yfqx3t6dbs9e,99,30.0,"POLYGON((139.715 35.705, 139.715 35.715, 139.705 35.715, 139.705 35.705, 139.715 35.705))"
xn76vpr70456mnr2bjg3,159,30.0,"POLYGON((139.805 35.6749999999999, 139.805 35.6849999999999, 139.795 35.6849999999999, 139.795 35.6749999999999, 139.805 35.6749999999999))"
xn77hdcrt43g16gp8625,224,30.0,"POLYGON((139.775 35.6950000000001, 139.775 35.7050000000001, 139.765 35.7050000000001, 139.765 35.6950000000001, 139.775 35.6950000000001))"
xn77e5meygwd184t2wc8,3,30.0,"POLYGON((139.715 35.785, 139.715 35.795, 139.705 35.795, 139.705 35.785, 139.715 35.785))"
xn767ce8402nt6nc06sf,28,30.0,"POLYGON((139.745 35.5549999999999, 139.745 35.5649999999999, 139.735 35.5649999999999, 139.735 35.5549999999999, 139.745 35.5549999999999))"
xn76fxr5hfj6qyr8vvz9,136,30.0,"POLYGON((139.695 35.6749999999999, 139.695 35.6849999999999, 139.685 35.6849999999999, 139.685 35.6749999999999, 139.695 35.6749999999999))"
xn772bkykfc0hdh3e9ph,14,30.0,"POLYGON((139.615 35.7249999999999, 139.615 35.7349999999999, 139.605 35.7349999999999, 139.605 35.7249999999999, 139.615 35.7249999999999))"
xn7744cr9f7g54grw4k7,45,30.0,"POLYGON((139.665 35.6950000000001, 139.665 35.7050000000001, 139.655 35.7050000000001, 139.655 35.6950000000001, 139.665 35.6950000000001))"
xn76ey5xf12hv6wb26ky,76,30.0,"POLYGON((139.745 35.6249999999999, 139.745 35.6349999999999, 139.735 35.6349999999999, 139.735 35.6249999999999, 139.745 35.6249999999999))"
xn77603q3fgb5453w1hk,10,30.0,"POLYGON((139.665 35.7249999999999, 139.665 35.7349999999999, 139.655 35.7349999999999, 139.655 35.7249999999999, 139.665 35.7249999999999))"
xn771kg3yf6prjr4yk95,25,30.0,"POLYGON((139.635 35.705, 139.635 35.715, 139.625 35.715, 139.625 35.705, 139.635 35.705))"
xn779g65bge61b4j2yg2,8,30.0,"POLYGON((139.655 35.785, 139.655 35.795, 139.645 35.795, 139.645 35.785, 139.655 35.785))"
xn76ddx5kcjknvz9tvzt,4,30.0,"POLYGON((139.695 35.605, 139.695 35.615, 139.685 35.615, 139.685 35.605, 139.695 35.605))"
xn76vzm554j43n72zvy9,134,30.0,"POLYGON((139.835 35.6749999999999, 139.835 35.6849999999999, 139.825 35.6849999999999, 139.825 35.6749999999999, 139.835 35.6749999999999))"
xn77mxtz65k3rg6nfdjx,27,30.0,"POLYGON((139.825 35.765, 139.825 35.7750000000001, 139.815 35.7750000000001, 139.815 35.765, 139.825 35.765))"
xn77hcpvr44ygbtu6b46,220,30.0,"POLYGON((139.795 35.685, 139.795 35.695, 139.785 35.695, 139.785 35.685, 139.795 35.685))"
xn767quyzbz5dc5gjc6u,100,30.0,"POLYGON((139.725 35.585, 139.725 35.595, 139.715 35.595, 139.715 35.585, 139.725 35.585))"
xn76ehmtwcq8984t081w,873,30.0,"POLYGON((139.715 35.615, 139.715 35.625, 139.705 35.625, 139.705 35.615, 139.715 35.615))"
xn773zdp2g733g6nbf5r,3,30.0,"POLYGON((139.655 35.765, 139.655 35.775, 139.645 35.775, 139.645 35.765, 139.655 35.765))"
xn76cx6epf4f2w28gtf1,65,30.0,"POLYGON((139.645 35.6749999999999, 139.645 35.6849999999999, 139.635 35.6849999999999, 139.635 35.6749999999999, 139.645 35.6749999999999))"
xn776kpfgghbtwy20twt,62,30.0,"POLYGON((139.685 35.7449999999999, 139.685 35.7549999999999, 139.675 35.7549999999999, 139.675 35.7449999999999, 139.685 35.7449999999999))"
xn7679s20brws4j354ef,43,30.0,"POLYGON((139.735 35.5549999999999, 139.735 35.5649999999999, 139.725 35.5649999999999, 139.725 35.5549999999999, 139.735 35.5549999999999))"
xn7663xb5bkytdn30dwd,13,30.0,"POLYGON((139.685 35.5549999999999, 139.685 35.5649999999999, 139.675 35.5649999999999, 139.675 35.5549999999999, 139.685 35.5549999999999))"
xn77mbmn74v01453xcns,2,30.0,"POLYGON((139.835 35.7249999999999, 139.835 35.7349999999999, 139.825 35.7349999999999, 139.825 35.7249999999999, 139.835 35.7249999999999))"
xn76uv88y1fq4eumte93,343,30.0,"POLYGON((139.785 35.665, 139.785 35.675, 139.775 35.675, 139.775 35.665, 139.785 35.665))"
xn77hfzzx46g5fvzdf67,174,30.0,"POLYGON((139.795 35.6950000000001, 139.795 35.7050000000001, 139.785 35.7050000000001, 139.785 35.6950000000001, 139.795 35.6950000000001))"
xn77d3xcegkvtty60sqx,17,30.0,"POLYGON((139.685 35.7749999999999, 139.685 35.785, 139.675 35.785, 139.675 35.7749999999999, 139.685 35.7749999999999))"
xn77hub9y46r6tk6vs97,336,30.0,"POLYGON((139.785 35.705, 139.785 35.715, 139.775 35.715, 139.775 35.705, 139.785 35.705))"
xn76e8u30bzxu5mq75ev,362,30.0,"POLYGON((139.735 35.5950000000001, 139.735 35.6050000000001, 139.725 35.6050000000001, 139.725 35.5950000000001, 139.735 35.5950000000001))"
xn76g9uk2cxtkpjqgp5b,97,30.0,"POLYGON((139.735 35.6450000000001, 139.735 35.6550000000001, 139.725 35.6550000000001, 139.725 35.6450000000001, 139.735 35.6450000000001))"
xn76uzrgp44f7ymbfvf3,100,30.0,"POLYGON((139.795 35.6749999999999, 139.795 35.6849999999999, 139.785 35.6849999999999, 139.785 35.6749999999999, 139.795 35.6749999999999))"
xn76g2hfpcx14uggtudz,108,30.0,"POLYGON((139.725 35.635, 139.725 35.645, 139.715 35.645, 139.715 35.635, 139.725 35.635))"
xn76f20d4cs3hkugektr,196,30.0,"POLYGON((139.675 35.635, 139.675 35.645, 139.665 35.645, 139.665 35.635, 139.675 35.635))"
xn77kz8xq5636ekqvd1r,24,30.0,"POLYGON((139.785 35.765, 139.785 35.7750000000001, 139.775 35.7750000000001, 139.775 35.765, 139.785 35.765))"
xn76d0c31bgzg57qq5sm,27,30.0,"POLYGON((139.665 35.595, 139.665 35.6050000000001, 139.655 35.6050000000001, 139.655 35.595, 139.665 35.595))"
xn76bxme5f0d7q6bymvc,19,30.0,"POLYGON((139.605 35.6749999999999, 139.605 35.6849999999999, 139.595 35.6849999999999, 139.595 35.6749999999999, 139.605 35.6749999999999))"
xn76vcvh71tj3p5qzzn8,2,30.0,"POLYGON((139.835 35.6450000000001, 139.835 35.6550000000001, 139.825 35.6550000000001, 139.825 35.6450000000001, 139.835 35.6450000000001))"
xn77qu44z5p0wqc0jjdy,3,30.0,"POLYGON((139.875 35.7450000000001, 139.875 35.7550000000001, 139.865 35.7550000000001, 139.865 35.7450000000001, 139.875 35.7450000000001))"
xn769y4pbc7kcfd02f7q,1,30.0,"POLYGON((139.655 35.6249999999999, 139.655 35.6349999999999, 139.645 35.6349999999999, 139.645 35.6249999999999, 139.655 35.6249999999999))"
xn76ux37j41f3q70bmb1,101,30.0,"POLYGON((139.775 35.6749999999999, 139.775 35.6849999999999, 139.765 35.6849999999999, 139.765 35.6749999999999, 139.775 35.6749999999999))"
xn77kmfjh51m011e6zzn,100,30.0,"POLYGON((139.765 35.755, 139.765 35.765, 139.755 35.765, 139.755 35.755, 139.765 35.755))"
xn772hp4cep88yb05vey,95,30.0,"POLYGON((139.585 35.7450000000001, 139.585 35.7550000000001, 139.575 35.7550000000001, 139.575 35.7450000000001, 139.585 35.7450000000001))"
xn76sn4zg12syf80mdqn,30,30.0,"POLYGON((139.755 35.6249999999999, 139.755 35.6349999999999, 139.745 35.6349999999999, 139.745 35.6249999999999, 139.755 35.6249999999999))"
xn76ewhrbcrsu4t2747y,55,30.0,"POLYGON((139.735 35.6249999999999, 139.735 35.6349999999999, 139.725 35.6349999999999, 139.725 35.6249999999999, 139.735 35.6249999999999))"
xn772fkbsfchkskkgerj,137,30.0,"POLYGON((139.615 35.735, 139.615 35.745, 139.605 35.745, 139.605 35.735, 139.615 35.735))"
xn773xdxrg6c2e2wgd4p,54,30.0,"POLYGON((139.645 35.765, 139.645 35.7750000000001, 139.635 35.7750000000001, 139.635 35.765, 139.645 35.765))"
xn76b9vs7c8t7r4yyrjb,1,30.0,"POLYGON((139.605 35.6450000000001, 139.605 35.6550000000001, 139.595 35.6550000000001, 139.595 35.6450000000001, 139.605 35.6450000000001))"
xn777f78d4bhmkqub7kv,287,30.0,"POLYGON((139.745 35.735, 139.745 35.745, 139.735 35.745, 139.735 35.735, 139.745 35.735))"
xn770dvxef2e56fzw6mg,30,30.0,"POLYGON((139.605 35.6950000000001, 139.605 35.7050000000001, 139.595 35.7050000000001, 139.595 35.6950000000001, 139.605 35.6950000000001))"
xn776bqqmfy00611e30s,6,30.0,"POLYGON((139.705 35.7249999999999, 139.705 35.7349999999999, 139.695 35.7349999999999, 139.695 35.7249999999999, 139.705 35.7249999999999))"
xn76km4hs09r0n9xdzp5,19,30.0,"POLYGON((139.765 35.5749999999999, 139.765 35.5849999999999, 139.755 35.5849999999999, 139.755 35.5749999999999, 139.765 35.5749999999999))"
xn771hu1vf3xmvmfch85,84,30.0,"POLYGON((139.625 35.705, 139.625 35.715, 139.615 35.715, 139.615 35.705, 139.625 35.705))"
xn77sz08q5f6dsukje33,1,30.0,"POLYGON((139.785 35.805, 139.785 35.815, 139.775 35.815, 139.775 35.805, 139.785 35.805))"
xn77m8my64u2pf41d9js,4,30.0,"POLYGON((139.825 35.7249999999999, 139.825 35.7349999999999, 139.815 35.7349999999999, 139.815 35.7249999999999, 139.825 35.7249999999999))"
xn7669x0hbmqwfp9jfxd,52,30.0,"POLYGON((139.695 35.5549999999999, 139.695 35.5649999999999, 139.685 35.5649999999999, 139.685 35.5549999999999, 139.695 35.5549999999999))"
xn776p9r3g7c757qy4hr,13,30.0,"POLYGON((139.665 35.765, 139.665 35.7750000000001, 139.655 35.7750000000001, 139.655 35.765, 139.665 35.765))"
xn76ebg940bpv7qy27sv,365,30.0,"POLYGON((139.745 35.595, 139.745 35.6050000000001, 139.735 35.6050000000001, 139.735 35.595, 139.745 35.595))"
xn7762ry7fubjdn389ns,23,30.0,"POLYGON((139.685 35.7249999999999, 139.685 35.7349999999999, 139.675 35.7349999999999, 139.675 35.7249999999999, 139.685 35.7249999999999))"
xn7730knmfc8jfjc910h,16,30.0,"POLYGON((139.625 35.7249999999999, 139.625 35.7349999999999, 139.615 35.7349999999999, 139.615 35.7249999999999, 139.625 35.7249999999999))"
xn7696e7qc4hpjz1wmcj,13,30.0,"POLYGON((139.635 35.605, 139.635 35.615, 139.625 35.615, 139.625 35.605, 139.635 35.605))"
xn77pdzre63756yzd4r5,1,30.0,"POLYGON((139.915 35.6950000000001, 139.915 35.7050000000001, 139.905 35.7050000000001, 139.905 35.6950000000001, 139.915 35.6950000000001))"
xn77qf60x4zhqk3hv56v,1,30.0,"POLYGON((139.875 35.735, 139.875 35.745, 139.865 35.745, 139.865 35.735, 139.875 35.735))"
xn77rh1db5p8xwf84mey,1,30.0,"POLYGON((139.885 35.7450000000001, 139.885 35.7550000000001, 139.875 35.7550000000001, 139.875 35.7450000000001, 139.885 35.7450000000001))"
xn76gts2bczwh5vme5ec,280,30.0,"POLYGON((139.735 35.665, 139.735 35.675, 139.725 35.675, 139.725 35.665, 139.735 35.665))"
xn774wxhhft7wzxwjyzs,57,30.0,"POLYGON((139.695 35.715, 139.695 35.725, 139.685 35.725, 139.685 35.715, 139.695 35.715))"
xn76c0h4jc99juvg9h8p,12,30.0,"POLYGON((139.625 35.635, 139.625 35.645, 139.615 35.645, 139.615 35.635, 139.625 35.635))"
xn76fvw2vcyn07cje789,14,30.0,"POLYGON((139.705 35.665, 139.705 35.675, 139.695 35.675, 139.695 35.665, 139.705 35.665))"
xn768wjxgc2sg6dbq6my,2,30.0,"POLYGON((139.605 35.6249999999999, 139.605 35.6349999999999, 139.595 35.6349999999999, 139.595 35.6249999999999, 139.605 35.6249999999999))"
